time_s,voltage_v,current,temperature_c
0.0,-0.60028076171875,-2.50244140625e-08,20.0
0.3,-0.60302734375,-2.4139404296875e-08,20.0
0.6,-0.6060791015625,-2.691650390625e-08,20.0
0.9,-0.609130859375,-2.23388671875e-08,20.0
1.2,-0.61187744140625,-2.69775390625e-08,20.0
1.5,-0.61492919921875,-2.691650390625e-08,20.0
1.8,-0.61767578125,-3.1524658203125e-08,20.0
2.1,-0.6207275390625,-2.52685546875e-08,20.0
2.4,-0.623779296875,-2.2735595703125e-08,20.0
2.7,-0.62652587890625,-2.7862548828125e-08,20.0
3.0,-0.62957763671875,-2.30712890625e-08,20.0
3.3,-0.63262939453125,-1.9256591796875e-08,20.0
3.6,-0.63568115234375,-2.313232421875e-08,20.0
3.9,-0.638427734375,-2.8106689453125e-08,20.0
4.2,-0.6414794921875,-3.0120849609375e-08,20.0
4.5,-0.64453125,-2.1270751953125e-08,20.0
4.8,-0.64727783203125,-2.777099609375e-08,20.0
5.1,-0.65032958984375,-2.4078369140625e-08,20.0
5.4,-0.653076171875,-1.7059326171875e-08,20.0
5.7,-0.6561279296875,-2.1881103515625e-08,20.0
6.0,-0.6591796875,-2.0965576171875e-08,20.0
6.3,-0.66192626953125,-2.099609375e-08,20.0
6.6,-0.66497802734375,-2.23388671875e-08,20.0
6.9,-0.66802978515625,-2.7587890625e-08,20.0
7.2,-0.67108154296875,-1.995849609375e-08,20.0
7.5,-0.673828125,-2.2308349609375e-08,20.0
7.8,-0.6768798828125,-1.995849609375e-08,20.0
8.1,-0.679931640625,-1.7791748046875e-08,20.0
8.4,-0.68267822265625,-2.1026611328125e-08,20.0
8.7,-0.68572998046875,-2.2125244140625e-08,20.0
9.0,-0.68878173828125,-2.3284912109375e-08,20.0
9.3,-0.6915283203125,-2.3162841796875e-08,20.0
9.6,-0.694580078125,-2.203369140625e-08,20.0
9.9,-0.69732666015625,-2.44140625e-08,20.0
10.2,-0.70037841796875,-2.2705078125e-08,20.0
10.5,-0.70343017578125,-2.728271484375e-08,20.0
10.8,-0.7061767578125,-1.763916015625e-08,20.0
11.1,-0.709228515625,-2.2796630859375e-08,20.0
11.4,-0.7122802734375,-2.2491455078125e-08,20.0
11.7,-0.71502685546875,-2.35595703125e-08,20.0
12.0,-0.71807861328125,-2.6458740234375e-08,20.0
12.3,-0.72113037109375,-2.8778076171875e-08,20.0
12.6,-0.723876953125,-2.91748046875e-08,20.0
12.9,-0.7269287109375,-2.655029296875e-08,20.0
13.2,-0.72998046875,-2.313232421875e-08,20.0
13.5,-0.73272705078125,-2.6031494140625e-08,20.0
13.8,-0.73577880859375,-2.4627685546875e-08,20.0
14.1,-0.73883056640625,-2.886962890625e-08,20.0
14.4,-0.7415771484375,-3.22265625e-08,20.0
14.7,-0.74462890625,-2.9815673828125e-08,20.0
15.0,-0.7476806640625,-2.813720703125e-08,20.0
15.3,-0.74676513671875,1.8218994140625e-08,20.0
15.6,-0.74371337890625,7.9345703125e-09,20.0
15.9,-0.74066162109375,1.50146484375e-08,20.0
16.2,-0.73760986328125,1.312255859375e-08,20.0
16.5,-0.73455810546875,1.6387939453125e-08,20.0
16.8,-0.73150634765625,1.69677734375e-08,20.0
17.1,-0.72845458984375,1.96533203125e-08,20.0
17.4,-0.72540283203125,1.531982421875e-08,20.0
17.7,-0.72235107421875,1.715087890625e-08,20.0
18.0,-0.71929931640625,1.641845703125e-08,20.0
18.3,-0.71624755859375,2.264404296875e-08,20.0
18.6,-0.71319580078125,2.496337890625e-08,20.0
18.9,-0.71014404296875,2.3468017578125e-08,20.0
19.2,-0.70709228515625,2.490234375e-08,20.0
19.5,-0.70404052734375,2.72216796875e-08,20.0
19.8,-0.70098876953125,2.8472900390625e-08,20.0
20.1,-0.69793701171875,2.5543212890625e-08,20.0
20.4,-0.69488525390625,1.8707275390625e-08,20.0
20.7,-0.69183349609375,1.715087890625e-08,20.0
21.0,-0.68878173828125,2.099609375e-08,20.0
21.3,-0.68572998046875,2.35595703125e-08,20.0
21.6,-0.68267822265625,2.25830078125e-08,20.0
21.9,-0.67962646484375,1.983642578125e-08,20.0
22.2,-0.67657470703125,2.374267578125e-08,20.0
22.5,-0.67352294921875,2.032470703125e-08,20.0
22.8,-0.67047119140625,1.8310546875e-08,20.0
23.1,-0.66741943359375,2.691650390625e-08,20.0
23.4,-0.66436767578125,2.16064453125e-08,20.0
23.7,-0.66131591796875,2.349853515625e-08,20.0
24.0,-0.65826416015625,2.2430419921875e-08,20.0
24.3,-0.65521240234375,2.5177001953125e-08,20.0
24.6,-0.65216064453125,2.154541015625e-08,20.0
24.9,-0.64910888671875,2.764892578125e-08,20.0
25.2,-0.64605712890625,1.8463134765625e-08,20.0
25.5,-0.64300537109375,2.1209716796875e-08,20.0
25.8,-0.63995361328125,2.3834228515625e-08,20.0
26.1,-0.63690185546875,2.2186279296875e-08,20.0
26.4,-0.63385009765625,1.94091796875e-08,20.0
26.7,-0.63079833984375,1.763916015625e-08,20.0
27.0,-0.62774658203125,2.313232421875e-08,20.0
27.3,-0.62469482421875,2.191162109375e-08,20.0
27.6,-0.62164306640625,1.9805908203125e-08,20.0
27.9,-0.61859130859375,2.3162841796875e-08,20.0
28.2,-0.61553955078125,1.9134521484375e-08,20.0
28.5,-0.61248779296875,2.435302734375e-08,20.0
28.8,-0.60943603515625,2.3101806640625e-08,20.0
29.1,-0.60638427734375,2.0050048828125e-08,20.0
29.4,-0.60333251953125,2.42919921875e-08,20.0
29.7,-0.60028076171875,2.764892578125e-08,20.0
30.0,-0.59722900390625,2.3590087890625e-08,20.0
30.3,-0.59417724609375,2.8839111328125e-08,20.0
30.6,-0.59112548828125,2.9205322265625e-08,20.0
30.9,-0.58807373046875,2.25830078125e-08,20.0
31.2,-0.58502197265625,2.838134765625e-08,20.0
